,Albert Einstein,J.K. Rowling,Jane Austen,Marilyn Monroe,André Gide,Thomas A. Edison,Eleanor Roosevelt,Steve Martin,Bob Marley,Dr. Seuss,Douglas Adams,Elie Wiesel,Friedrich Nietzsche,Mark Twain,Allen Saunders,Pablo Neruda,Ralph Waldo Emerson,Mother Teresa,Garrison Keillor,Jim Henson,Charles M. Schulz,William Nicholson,Jorge Luis Borges,George Eliot,George R.R. Martin,C.S. Lewis,Martin Luther King Jr.,James Baldwin,Haruki Murakami,Alexandre Dumas fils,Stephenie Meyer,Ernest Hemingway,Helen Keller,George Bernard Shaw,Charles Bukowski,Suzanne Collins,J.R.R. Tolkien,Alfred Tennyson,Terry Pratchett,J.D. Salinger,George Carlin,John Lennon,W.C. Fields,Ayn Rand,Jimi Hendrix,J.M. Barrie,E.E. Cummings,Khaled Hosseini,Harper Lee,Madeleine L'Engle
Stephenie Meyer,0.019374658568555223,0.001771449133918888,0.021959036219743114,0.013272621749027639,0.001783844471967497,0.0016465069278217435,0.049662925560597024,0.07890789460525949,0.003058507390344425,0.020359588056998945,0.0016404509329812074,0.002739185658846666,0.0015833072072807073,0.0017721275850491908,0.0024387621543997848,0.0016978470629905892,0.0018279382471990233,0.001831934292989187,0.0017046639578723061,0.001605280789019792,0.001649540911610222,0.0016889956496116065,0.0020654096851936976,0.001727807485707657,0.0023650649580943244,0.002543714176735278,0.0023917004386306,0.001528323455983561,0.0014523806289703728,0.001877259954096116,1.0,0.0019269689183134728,0.001718676894614787,0.0018060982104959118,0.0016022945014104494,0.047290540886889644,0.002045573661300336,0.0005832575635116863,0.0020030020102471597,0.04385517191185627,0.0016741635917846688,0.0022887630931546616,0.006589994376997637,0.0013096820053973646,0.0014292788912025156,0.0015701758545640185,0.0018184128461018888,0.0016936790278035145,0.00157806346735286,0.0013535726700715325
Ernest Hemingway,0.006146138596843193,0.0034475329398836684,0.018725059143944022,0.004436185468124995,0.004944135441878894,0.005394977812796965,0.0007168014837906964,0.00114329501291285,0.0027743034755462253,0.005535893863197344,0.008491965439526893,0.004916753190009525,0.004319583287850247,0.022417943134275864,0.003866380586643632,0.004739658937053506,0.004173247393632064,0.027378243268740856,0.003993050460005291,0.006446314534226573,0.0030278423757889054,0.008405172612330985,0.021527495710844693,0.012921180862655467,0.007889187750000358,0.016387600657413504,0.003598440858990915,0.0032454449760784534,0.003352589517785275,0.01876066261549568,0.0019269689183134728,1.0,0.011024008707870262,0.01954926322959288,0.004651213573962269,0.004714863524313183,0.024520959239553754,0.00047882339103088933,0.0039988448728563095,0.08491120478187904,0.005273290551899358,0.0018498535753215758,0.002065996150090349,0.003335572729523552,0.004070605421647205,0.006014383750446574,0.02623918474656583,0.003709964077909236,0.0039060097263381335,0.06668530414373569
Helen Keller,0.005748646966724474,0.0038931005969350388,0.003700389883307102,0.006526658717498973,0.0062288464690773235,0.00866571330688316,0.0006846082693235743,0.001063958329210822,0.0023893577524275868,0.009913390990019056,0.029854282890736078,0.004002957407283964,0.006200652497102837,0.006131465709339988,0.0028812816610953875,0.006780806454806805,0.031864123630225616,0.017032935091852833,0.0049118673048955345,0.014285714285714285,0.003487413049526746,0.022165025484970454,0.0074966710107331825,0.03309781813046941,0.00523944976201291,0.017953856095256095,0.0030214501784020555,0.00408404785089436,0.004499532363740914,0.017243547271426157,0.001718676894614787,0.011024008707870262,1.0,0.023875580732804713,0.006920793351943596,0.007919293462645588,0.008714786395628204,0.00046446808217214067,0.004370917056675262,0.005741757110718678,0.00836338650884449,0.001591138235705816,0.00185369357491931,0.004694261245527033,0.00630004338712217,0.011507487660628054,0.015267634425409673,0.004476545457671658,0.005260507697671407,0.004900296243877765
George Bernard Shaw,0.07704993764874896,0.003709552586181029,0.003657791381635751,0.037822005199676045,0.005683674442723496,0.00691341014590319,0.0006987599601426868,0.0010984523870455453,0.002556183830898076,0.00739280524846032,0.014432010469726544,0.03680636990196232,0.005228726568606551,0.07027717166712044,0.11679432175825043,0.005759939436115937,0.004555152736893643,0.05028020196201999,0.004501556056398518,0.00933292756286277,0.0032811214708705523,0.013612243245700859,0.010608897597245693,0.030866704681675357,0.00623816674498879,0.0027725337097613276,0.0032797291536016157,0.0036759700819727122,0.003912754240732228,0.0287840927785485,0.0018060982104959118,0.01954926322959288,0.023875580732804713,1.0,0.00573487583853918,0.006110454355097922,0.012743363651132896,0.00047081341190982124,0.004245622024971031,0.004721862512933139,0.0067189458780467564,0.0016965592100580788,0.0019445391160610613,0.0839218251776226,0.07900977201984512,0.008332156559570198,0.03333333333333333,0.004132658354712785,0.004583847390727446,0.004119202367431423
Charles Bukowski,0.005035727443566198,0.022752226017265648,0.022117956738836844,0.09414655263043972,0.012285354438907433,0.030866704681675357,0.00064460358041984,0.0009772197242118538,0.013151938037720379,0.018651861504607428,0.007106899931129009,0.0031020934258943734,0.05145198591387564,0.04806250833609713,0.11664135271768888,0.014687893832277586,0.020555283037234147,0.018677083091133785,0.035687439136654106,0.010968040669153474,0.006060718735373946,0.007214351837063963,0.004055054578586516,0.006044111195570358,0.041781562077979506,0.0069050799649197645,0.0022939471241714524,0.009595505430241775,0.011573566205623142,0.006037417352183703,0.0016022945014104494,0.004651213573962269,0.006920793351943596,0.00573487583853918,1.0,0.026163312467985762,0.004567796263863385,0.029849743163762738,0.020432202901536137,0.031522714900350565,0.017480159837051795,0.0013576857263104905,0.00172190251635254,0.00572687899229947,0.009644523079633252,0.007070765613473298,0.004977676161574201,0.009432251201143375,0.02022030341228589,0.007447544369442696
Suzanne Collins,0.02359744482654913,0.059945279387121825,0.04943111698168009,0.05619184689606301,0.004966007563709012,0.007961004001237205,0.024829574771237345,0.039207644647738536,0.07895992707458396,0.06263562285459191,0.010312076371414167,0.01143626591206185,0.02552772474816105,0.020986857902143073,0.00214793032068295,0.03914832883866155,0.028594843486649688,0.04002888445652085,0.0045322439055745,0.013102104475407281,0.028598483780815493,0.009517651262723368,0.003918563218841798,0.007274338008230259,0.0032258064516129032,0.020950834474066378,0.0023964571986131917,0.05853547507210841,0.005918103448053322,0.005560416995355371,0.047290540886889644,0.004714863524313183,0.007919293462645588,0.006110454355097922,0.026163312467985762,1.0,0.00421234363441843,0.0004462304623701839,0.0035961471537832817,0.031862285827153114,0.008097802340664437,0.053549810809845604,0.0015663118740854055,0.011105503718665533,0.016812251955393834,0.015672470797025623,0.005536923469868244,0.004200783293508672,0.040373147734517154,0.010524529097348275
J.R.R. Tolkien,0.006937373348422163,0.0036663006295375835,0.0038885889223072147,0.004350315544367433,0.005207476911585112,0.0052552193340452405,0.0007216112578020895,0.0011595736091427906,0.0028483286255475823,0.005196098315701958,0.006918105800829085,0.005243105255007396,0.004265027965369839,0.004695776122146521,0.004083038831452506,0.004672330800405229,0.004482895240671311,0.014582942165395879,0.004157505875237453,0.005771865946967029,0.0031611817168100383,0.006981589963099857,0.031056539362426208,0.009367917122664842,0.011304050493157006,0.003378290647534955,0.003562014532826415,0.0032819751749366397,0.003297096098893694,0.015958379638849947,0.002045573661300336,0.024520959239553754,0.008714786395628204,0.012743363651132896,0.004567796263863385,0.00421234363441843,1.0,0.00048115998752232714,0.004342009934458609,0.003654935347111774,0.005089481889287171,0.0019095282222799416,0.0021833068023594374,0.003089026433761998,0.0037813242686677954,0.005185357688340382,0.013433081827822145,0.0038688293563924397,0.003913478946742345,0.0032233766745498695
Alfred Tennyson,0.00048768723868875517,0.013600033694502878,0.00045686533058447525,0.0004450171561265564,0.00045413398709044227,0.0004509503172527355,0.0012603515949627655,0.0008159682345181188,0.0005634955622740912,0.0004504381949771006,0.0004605770788921348,0.0005206145241536819,0.00044454107068093106,0.020108955135874004,0.0005234361572247731,0.0004561142689969456,0.00045324753047041265,0.03997662927953238,0.0004475168159935451,0.063670202897227,0.00044021670931098197,0.0004645440790496636,0.00048539562920767295,0.0004671552991792656,0.000487615254474101,0.0005330050548326939,0.0005465875371255518,0.0004361397719554141,0.0004341238944802102,0.0004714725298423351,0.0005832575635116863,0.00047882339103088933,0.00046446808217214067,0.00047081341190982124,0.029849743163762738,0.0004462304623701839,0.00048115998752232714,1.0,0.0004639845480767571,0.00043818566375214483,0.00045549602631013105,0.0005750889138649472,0.0005713477274770132,0.00043313265541307676,0.045253748736115,0.000458081815550366,0.00047432934957678284,0.00044573893534588895,0.06110561968735756,0.0004334134775962355
Terry Pratchett,0.007270254189298597,0.041326865710229664,0.03662001847251225,0.026564663567871884,0.010577000375275916,0.0062554766777713836,0.0006779817069261227,0.0010623229110102179,0.002229930277679034,0.019960519062951824,0.004090084752689052,0.0036966757397926455,0.006328874284701941,0.037561460536651485,0.0022971101526246644,0.006987341205973841,0.014810990899676113,0.10682649906891506,0.010363994321301253,0.004634752804496042,0.008178344768000822,0.004318955587421662,0.003873959652497977,0.0040739699016685855,0.03173807788143955,0.002102187971608585,0.0023949462588791232,0.006340703954358883,0.00497084706308403,0.004785022447127384,0.0020030020102471597,0.0039988448728563095,0.004370917056675262,0.004245622024971031,0.020432202901536137,0.0035961471537832817,0.004342009934458609,0.0004639845480767571,1.0,0.0042366028581553765,0.0062314535777172044,0.0014609343284403438,0.0021499298002463987,0.003073418604772349,0.0039053131859748407,0.0038651890129039173,0.003875352746451175,0.010378098041634675,0.04426258707247905,0.0035224132284539366
J.D. Salinger,0.011633827394609188,0.004434072954520613,0.06192595978000659,0.04181698056194633,0.006108145942093788,0.010091032337808451,0.02300669398351222,0.03631940931155837,0.0018193079175560086,0.02056956472117453,0.006443060508677537,0.0026716556815262337,0.011860080110606425,0.020099810788566357,0.0019438124501806229,0.008636705922944804,0.004935370290418593,0.00438273400898637,0.006133216763596297,0.009349539966147421,0.05080350461967194,0.00637021211545787,0.0033578371464199905,0.005189024588315602,0.0030415074594487192,0.02319821083092697,0.002128481205493775,0.007127379886894152,0.06652986310238954,0.004653246273822704,0.04385517191185627,0.08491120478187904,0.005741757110718678,0.004721862512933139,0.031522714900350565,0.031862285827153114,0.003654935347111774,0.00043818566375214483,0.0042366028581553765,1.0,0.009761954971049659,0.0012576073208473116,0.0015468521301519509,0.01046783435598346,0.026995776908390903,0.007628398349630215,0.053061905646375106,0.005691490729939944,0.038792058016367856,0.0663598396508709
George Carlin,0.006039523174521258,0.00555591176085591,0.004624686803807183,0.015900156986914122,0.010129058496172733,0.02124201631151058,0.0006645356424200705,0.0010199415388629188,0.002186560897231011,0.019165446528095462,0.008585737451853172,0.00355676844179735,0.014551275411016907,0.016316801064895872,0.002291355122709643,0.029481058801153672,0.00697922772118425,0.006079750455084329,0.008318105934671804,0.01334443799338317,0.005070674366536068,0.00970972177574945,0.004490511219537963,0.0071554809411937285,0.004106718853415537,0.002053027870722929,0.0025560183924398096,0.006940391010834346,0.008061348338900941,0.007010117275107753,0.0016741635917846688,0.005273290551899358,0.00836338650884449,0.0067189458780467564,0.017480159837051795,0.008097802340664437,0.005089481889287171,0.00045549602631013105,0.0062314535777172044,0.009761954971049659,1.0,0.0014023988237582606,0.0018298364918534437,0.005642536506106414,0.009159053848468416,0.00917422825098605,0.005736324969944439,0.007256457474417797,0.01071044548066463,0.006870936967343463
John Lennon,0.040213822170476574,0.03669400383947714,0.01649001820535035,0.07894495924406443,0.0014514416716852113,0.0014099268143200894,0.0009387572861728198,0.0016186458902964554,0.00226303114964084,0.020135000344568027,0.0015272336080370446,0.0019829959059704002,0.0013322888114824466,0.018998097862450374,0.0034840131063573654,0.0013807150220448117,0.0014336376219877011,0.0017420541652905218,0.001364318863838379,0.0014429547377111476,0.0012729092806236613,0.0015302313168648605,0.0019998554373830057,0.0016287945375689705,0.0020650891149004437,0.0043278999767259905,0.0021344798939418423,0.0012387084088095219,0.00121949765054135,0.0017167457895970325,0.0022887630931546616,0.0018498535753215758,0.001591138235705816,0.0016965592100580788,0.0013576857263104905,0.053549810809845604,0.0019095282222799416,0.0005750889138649472,0.0014609343284403438,0.0012576073208473116,0.0014023988237582606,1.0,0.002078163403299548,0.0011951921204384837,0.041407024990540255,0.0014303856099653785,0.0017534979595654262,0.001341783834309239,0.0013050593944525489,0.0012049819750215183
W.C. Fields,0.0025454892441273535,0.001870858913714057,0.002061970102487646,0.017134169407742518,0.0019059909664912555,0.001771220519766427,0.0009529778996468757,0.0018240058819614627,0.004150732947681329,0.0017225381198305483,0.0017711090009815875,0.033961293667710155,0.0016999823026045842,0.0019528045470633701,0.0024425971678829644,0.001866891746678376,0.0019399640650763807,0.001970686300200595,0.00181716017990988,0.001732282710141135,0.0017425026269458092,0.0018440798901876913,0.0021999486036519216,0.001863280804482868,0.002474128078180831,0.002478523204068452,0.0026179149171829588,0.0016303509617263295,0.001556475549830507,0.002017203684147442,0.006589994376997637,0.002065996150090349,0.00185369357491931,0.0019445391160610613,0.00172190251635254,0.0015663118740854055,0.0021833068023594374,0.0005713477274770132,0.0021499298002463987,0.0015468521301519509,0.0018298364918534437,0.002078163403299548,1.0,0.0014102318754613638,0.0015404097615042166,0.0017148916866168516,0.00195624781946166,0.0018017137479646042,0.0016903631927235592,0.0014567343788425469
Ayn Rand,0.003014415771560917,0.0031348117382768367,0.0026929894775872213,0.08087948564694002,0.003957214414930029,0.005532466000126287,0.0006168662390711387,0.0009040776888427366,0.05456285066398419,0.04132071480051755,0.005417339883035134,0.002368756802605674,0.0056538259192299885,0.024201611098500372,0.0018068156968680544,0.005157478461191714,0.003393700138300208,0.003763796039065798,0.003902650555943448,0.006438188736817889,0.0031698004549316422,0.0052614642497644535,0.0029188102843729323,0.004438124601654883,0.0025477229119334225,0.0016446813619133709,0.0020312176276992755,0.004363665468419589,0.006093434047544358,0.003771123757334244,0.0013096820053973646,0.003335572729523552,0.004694261245527033,0.0839218251776226,0.00572687899229947,0.011105503718665533,0.003089026433761998,0.00043313265541307676,0.003073418604772349,0.01046783435598346,0.005642536506106414,0.0011951921204384837,0.0014102318754613638,1.0,0.058584832369198446,0.0068981089090788894,0.003723204732048804,0.0037146028393432095,0.005060948730899363,0.019201252436979097
Jimi Hendrix,0.08809645586636286,0.04842645269643974,0.0033216871111038915,0.03180924218543354,0.005519838256221622,0.009190480479002937,0.0006316106175939355,0.0009411609174747263,0.037966825109219095,0.012052675506713772,0.007393625599420875,0.015469970705090588,0.009239909024744326,0.13031234703826547,0.04670422923446291,0.05784580273031383,0.004459266867131391,0.0380796587134857,0.0053197575000081855,0.06413672469883178,0.003930749048127982,0.007200675679980027,0.0034917778734769463,0.005722703547845337,0.0030577731124278823,0.01814860103571741,0.0022028984729290943,0.03699431685588964,0.008671994686329258,0.004869456051670422,0.0014292788912025156,0.004070605421647205,0.00630004338712217,0.07900977201984512,0.009644523079633252,0.016812251955393834,0.0037813242686677954,0.045253748736115,0.0039053131859748407,0.026995776908390903,0.009159053848468416,0.041407024990540255,0.0015404097615042166,0.058584832369198446,1.0000000000000002,0.15906273354929173,0.0045780262099138404,0.004932458950709662,0.007524197138432674,0.020810537021233415
J.M. Barrie,0.004633233801748547,0.028588032459097478,0.00320698556191314,0.02325152356317385,0.005220655494576767,0.008111843273011714,0.0006711645692203704,0.0010264000251668207,0.002220954727627979,0.03704749524263264,0.01656230260790414,0.0034540539558150555,0.006427940227464789,0.038909117379913774,0.0024005893346529385,0.007384003772285932,0.004155264462531233,0.007520739698504735,0.004535065030162602,0.015793088090261864,0.003325382812793938,0.01897352136203696,0.004787993458519798,0.010577322711457266,0.0037288334174767727,0.0021235975553430047,0.0027835251028088598,0.004195113253438579,0.00507330352189515,0.007214808160889281,0.0015701758545640185,0.006014383750446574,0.011507487660628054,0.008332156559570198,0.007070765613473298,0.015672470797025623,0.005185357688340382,0.000458081815550366,0.0038651890129039173,0.007628398349630215,0.00917422825098605,0.0014303856099653785,0.0017148916866168516,0.0068981089090788894,0.15906273354929173,1.0,0.007405963892523577,0.0041731008153959,0.005367255883402841,0.006848012299860687
E.E. Cummings,0.005660408414428744,0.05371685504671281,0.049389096680536135,0.004747363448153401,0.004952947617066077,0.005831530724897044,0.0007068140601770966,0.00111597948175724,0.002637649365874331,0.006227867825907653,0.01143334828450493,0.004504257933934998,0.0045887154272898426,0.0047859060103376296,0.003481278782632796,0.005032448039708642,0.004097944275737443,0.06424811092361409,0.004032125883187244,0.007668381906951964,0.0030238287740626795,0.01096332215195019,0.012342318883220703,0.021717681348703763,0.006225423243117148,0.0029283618766630186,0.0034606922335245834,0.0033457062879988218,0.003549967893477193,0.018285627521384545,0.0018184128461018888,0.02623918474656583,0.015267634425409673,0.03333333333333333,0.004977676161574201,0.005536923469868244,0.013433081827822145,0.00047432934957678284,0.003875352746451175,0.053061905646375106,0.005736324969944439,0.0017534979595654262,0.00195624781946166,0.003723204732048804,0.0045780262099138404,0.007405963892523577,1.0,0.003731133933987479,0.05896460572014585,0.003789961520107491
Khaled Hosseini,0.0048818566478210255,0.03460482486848322,0.0088414550485129,0.036220378407941914,0.1321550055192004,0.008241884737384825,0.0006406243498902617,0.0009723917297421456,0.0672127993729722,0.006500731126919382,0.004342694761549463,0.0029248266347565726,0.010298666750414815,0.09031391880349642,0.002060927712397569,0.007984953357037538,0.019290219023188893,0.003916624011468207,0.041354657813153346,0.005320366273520514,0.09617101195914626,0.004438345119155853,0.003470368891027726,0.004106296136446692,0.003772745950045062,0.0018882505011264125,0.0020920927089047143,0.013694667384575162,0.008025356467391059,0.004523251669082041,0.0016936790278035145,0.003709964077909236,0.004476545457671658,0.004132658354712785,0.009432251201143375,0.004200783293508672,0.0038688293563924397,0.00044573893534588895,0.010378098041634675,0.005691490729939944,0.007256457474417797,0.001341783834309239,0.0018017137479646042,0.0037146028393432095,0.004932458950709662,0.0041731008153959,0.003731133933987479,1.0,0.01353385031418391,0.004490733631245669
Harper Lee,0.04972596165967895,0.023117301355913403,0.048123398962056335,0.02285127933082885,0.011815901676502696,0.013024279954072954,0.0006342803082471962,0.0009552817683156541,0.0018823882993827762,0.052454702754577906,0.005325854690409006,0.002862564225865174,0.02979785047995867,0.010726106186278759,0.0020199247533489125,0.011319600304971115,0.00926573657408371,0.075368321418186,0.015546841701941113,0.007225617252312909,0.008060254844074721,0.005410041624470185,0.0035170888868973696,0.0047278256333938935,0.003510012437664202,0.0018399209326764845,0.002122154601238388,0.01753547155052593,0.01614640363854147,0.004858301203419618,0.00157806346735286,0.0039060097263381335,0.005260507697671407,0.004583847390727446,0.02022030341228589,0.040373147734517154,0.003913478946742345,0.06110561968735756,0.04426258707247905,0.038792058016367856,0.01071044548066463,0.0013050593944525489,0.0016903631927235592,0.005060948730899363,0.007524197138432674,0.005367255883402841,0.05896460572014585,0.01353385031418391,1.0,0.006629149363069563
Madeleine L'Engle,0.01758181154322428,0.0036692830075192927,0.02516475403944788,0.007869307986575228,0.004693217359535297,0.006830497699994128,0.000617230958183199,0.0009087403616509284,0.0017267281183861447,0.007963055648821276,0.005559374179885993,0.0024480037074599216,0.007493251551356789,0.031186807960309638,0.0018263685978209612,0.0063052413228476345,0.003972923342532523,0.003867312901500553,0.0047363838277398014,0.007186889061022663,0.003752138955432037,0.005455758184130436,0.0030091382478284064,0.004543318556643241,0.002693107300348076,0.020859007843243696,0.002027441594727328,0.005571227360592708,0.008759589626469435,0.0039853711838652136,0.0013535726700715325,0.06668530414373569,0.004900296243877765,0.004119202367431423,0.007447544369442696,0.010524529097348275,0.0032233766745498695,0.0004334134775962355,0.0035224132284539366,0.0663598396508709,0.006870936967343463,0.0012049819750215183,0.0014567343788425469,0.019201252436979097,0.020810537021233415,0.006848012299860687,0.003789961520107491,0.004490733631245669,0.006629149363069563,1.0
